CREATED_DATE;TRANSACTION_ID;USER_ID;LOẠI GIAO DỊCH;GIÁ TRỊ GIAO DỊCH;TÊN SẢN PHẨM
2023-04-06;2565;612;Nạp;1300000;CHỨNG KHOÁN
2023-04-06;2566;591;Nạp;650000;CHỨNG KHOÁN
2023-04-06;2567;734;Nạp;672165;TÀI KHOẢN TIỀN FINHAY
2023-04-06;2568;860;Rút;45500000;TÀI KHOẢN TIỀN FINHAY
2023-04-06;2569;569;Rút;650000;TÍCH LUỸ
2023-04-07;2570;924;Rút;650000;CHỨNG KHOÁN
2023-04-07;2571;640;Rút;13000000;CHỨNG KHOÁN
2023-04-07;2572;827;Rút;692900;TÀI KHOẢN TIỀN FINHAY
2023-04-07;2573;745;Rút;3666000;TÀI KHOẢN TIỀN FINHAY
2023-04-07;2574;662;Nạp;5200000;TÍCH LUỸ
2023-04-07;2575;573;Rút;6500000;TÍCH LUỸ
2023-04-08;2576;619;Rút;5200000;CHỨNG KHOÁN
2023-04-08;2577;697;Nạp;24700000;TÀI KHOẢN TIỀN FINHAY
2023-04-08;2578;540;Nạp;650000;TÍCH LUỸ
2023-04-08;2579;654;Nạp;952549;TÀI KHOẢN TIỀN FINHAY
2023-04-09;2580;547;Nạp;650000;CHỨNG KHOÁN
2023-04-09;2581;526;Rút;650000;CHỨNG KHOÁN
2023-04-09;2582;514;Nạp;650000;TÍCH LUỸ
2023-04-09;2583;524;Rút;650000;TÍCH LUỸ
2023-04-10;2584;799;Rút;7150000;TÍCH LUỸ
2023-04-10;2585;506;Nạp;6500000;TÍCH LUỸ
2023-04-10;2586;518;Nạp;689000;TÀI KHOẢN TIỀN FINHAY
2023-04-11;2587;493;Rút;1300000;CHỨNG KHOÁN
2023-04-11;2588;530;Rút;5213000;CHỨNG KHOÁN
2023-04-11;2589;987;Rút;650000;TÍCH LUỸ
2023-04-12;2590;426;Nạp;442000;CHỨNG KHOÁN
2023-04-12;2591;437;Nạp;1300000;CHỨNG KHOÁN
2023-04-12;2592;949;Rút;737100;TÀI KHOẢN TIỀN FINHAY
2023-04-12;2593;441;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-12;2594;646;Rút;1950000;TÍCH LUỸ
2023-04-13;2595;444;Nạp;2620631;CHỨNG KHOÁN
2023-04-13;2596;950;Nạp;650000;CHỨNG KHOÁN
2023-04-13;2597;457;Rút;650000;CHỨNG KHOÁN
2023-04-13;2598;406;Rút;650000;CHỨNG KHOÁN
2023-04-13;2599;976;Rút;1300000;CHỨNG KHOÁN
2023-04-13;2600;424;Nạp;390000;CHỨNG KHOÁN
2023-04-13;2601;562;Nạp;2119000;TÀI KHOẢN TIỀN FINHAY
2023-04-13;2602;999;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-13;2603;522;Rút;6500000;TÍCH LUỸ
2023-04-13;2604;960;Rút;66086280;TÀI KHOẢN TIỀN FINHAY
2023-04-14;2605;362;Rút;1300000;CHỨNG KHOÁN
2023-04-15;2606;357;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-15;2607;738;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-16;2608;770;Rút;80600000;TÀI KHOẢN TIỀN FINHAY
2023-04-17;2609;923;Nạp;7074717;TÀI KHOẢN TIỀN FINHAY
2023-04-17;2610;847;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-18;2611;577;Nạp;260000;CHỨNG KHOÁN
2023-04-18;2612;298;Rút;1300000;CHỨNG KHOÁN
2023-04-19;2613;923;Rút;6500000;CHỨNG KHOÁN
2023-04-19;2614;336;Nạp;4160000;CHỨNG KHOÁN
2023-04-19;2615;271;Nạp;6500000;TÍCH LUỸ
2023-04-20;2616;251;Nạp;4413500;TÍCH LUỸ
2023-04-21;2617;404;Nạp;3900000;CHỨNG KHOÁN
2023-04-22;2618;598;Rút;2819284;TÀI KHOẢN TIỀN FINHAY
2023-04-22;2619;881;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-23;2620;204;Nạp;6500000;CHỨNG KHOÁN
2023-04-23;2621;209;Rút;1300000;CHỨNG KHOÁN
2023-04-23;2622;322;Nạp;650000;CHỨNG KHOÁN
2023-04-24;2623;640;Nạp;6500000;CHỨNG KHOÁN
2023-04-24;2624;614;Rút;3640000;CHỨNG KHOÁN
2023-04-25;2625;240;Rút;13000000;CHỨNG KHOÁN
2023-04-25;2626;891;Nạp;1300000;CHỨNG KHOÁN
2023-04-25;2627;177;Rút;65000000;TÍCH LUỸ
2023-04-26;2628;149;Nạp;650000;CHỨNG KHOÁN
2023-04-26;2629;177;Nạp;3900000;CHỨNG KHOÁN
2023-04-26;2630;161;Rút;650000;CHỨNG KHOÁN
2023-04-26;2631;146;Nạp;2600000;TÍCH LUỸ
2023-04-27;2632;216;Nạp;390000;CHỨNG KHOÁN
2023-04-27;2633;138;Rút;657033;TÀI KHOẢN TIỀN FINHAY
2023-04-27;2634;703;Nạp;1950000;TÍCH LUỸ
2023-04-27;2635;573;Rút;7800000;TÀI KHOẢN TIỀN FINHAY
2023-04-28;2636;338;Rút;6500000;CHỨNG KHOÁN
2023-04-28;2637;130;Nạp;6500000;CHỨNG KHOÁN
2023-04-28;2638;237;Nạp;653029;TÍCH LUỸ
2023-04-28;2639;113;Rút;650000;TÍCH LUỸ
2023-04-28;2640;490;Nạp;782518152;TÀI KHOẢN TIỀN FINHAY
2023-04-29;2641;122;Rút;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-01;2642;115;Nạp;650000;CHỨNG KHOÁN
2023-05-02;2643;385;Rút;1300000;TÍCH LUỸ
2023-05-03;2644;860;Nạp;169000000;CHỨNG KHOÁN
2023-05-04;2645;63;Nạp;11700000;CHỨNG KHOÁN
2023-05-04;2646;66;Rút;650000;CHỨNG KHOÁN
2023-05-04;2647;924;Rút;2238535;CHỨNG KHOÁN
2023-05-04;2648;288;Rút;2600000;TÀI KHOẢN TIỀN FINHAY
2023-05-05;2649;100;Nạp;520000;CHỨNG KHOÁN
2023-05-05;2650;32;Rút;6500000;CHỨNG KHOÁN
2023-05-05;2651;84;Rút;5200000;CHỨNG KHOÁN
2023-05-05;2652;487;Nạp;650000;TÍCH LUỸ
2023-05-06;2653;759;Rút;16363126;TÀI KHOẢN TIỀN FINHAY
2023-05-06;2654;448;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-07;2655;80;Rút;1300000;TÍCH LUỸ
2023-05-08;2656;63;Rút;26000000;CHỨNG KHOÁN
2023-05-08;2657;207;Nạp;1300000;CHỨNG KHOÁN
2023-05-08;2658;229;Nạp;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-08;2659;806;Nạp;130000000;TÍCH LUỸ
2023-05-08;2660;519;Nạp;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;2661;167;Rút;520000;CHỨNG KHOÁN
2023-05-09;2662;384;Nạp;2600000;CHỨNG KHOÁN
2023-05-10;2663;683;Rút;650000;CHỨNG KHOÁN
2023-05-10;2664;675;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-11;2665;2;Nạp;2428556;CHỨNG KHOÁN
2023-05-11;2666;172;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-11;2667;28;Rút;1389804;TÀI KHOẢN TIỀN FINHAY
2023-05-11;2668;65;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-12;2669;128;Nạp;780000;CHỨNG KHOÁN
2023-05-12;2670;640;Rút;31252000;TÀI KHOẢN TIỀN FINHAY
2023-05-13;2671;57;Nạp;673491;TÀI KHOẢN TIỀN FINHAY
2023-05-13;2672;881;Rút;83083000;TÍCH LUỸ
2023-05-15;2673;29;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-15;2674;218;Rút;52194454;TÀI KHOẢN TIỀN FINHAY
2023-05-16;2675;745;Rút;650000;CHỨNG KHOÁN
2023-05-16;2676;894;Rút;1280500;TÀI KHOẢN TIỀN FINHAY
2023-05-16;2677;651;Nạp;1038843;TÀI KHOẢN TIỀN FINHAY
2023-05-17;2678;287;Nạp;650000;CHỨNG KHOÁN
2023-05-17;2679;222;Rút;683189;TÀI KHOẢN TIỀN FINHAY
2023-05-18;2680;263;Nạp;1326000;TÀI KHOẢN TIỀN FINHAY
2023-05-19;2681;198;Nạp;13000000;TÀI KHOẢN TIỀN FINHAY
2023-05-21;2682;742;Rút;650000;CHỨNG KHOÁN
2023-05-22;2683;44;Rút;1300000;CHỨNG KHOÁN
2023-05-22;2684;833;Nạp;13000000;CHỨNG KHOÁN
2023-05-22;2685;924;Nạp;11310000;TÀI KHOẢN TIỀN FINHAY
2023-05-23;2686;318;Rút;1339000;TÀI KHOẢN TIỀN FINHAY
2023-05-23;2687;336;Nạp;3077438;TÀI KHOẢN TIỀN FINHAY
2023-05-23;2688;38;Rút;2600000;TÍCH LUỸ
2023-05-25;2689;891;Rút;2015000;TÀI KHOẢN TIỀN FINHAY
2023-05-25;2690;174;Nạp;1872000;TÀI KHOẢN TIỀN FINHAY
2023-05-26;2691;221;Rút;6406959;TÀI KHOẢN TIỀN FINHAY
2023-05-30;2692;134;Nạp;117000000;CHỨNG KHOÁN
2023-03-26;2693;933;Rút;650000;CHỨNG KHOÁN
2023-03-27;2694;909;Rút;19500000;CHỨNG KHOÁN
2023-03-27;2695;912;Rút;1300000;TÍCH LUỸ
2023-03-28;2696;861;Nạp;26000000;TÍCH LUỸ
2023-03-29;2697;999;Rút;1300000;CHỨNG KHOÁN
2023-03-29;2698;841;Nạp;6500000;CHỨNG KHOÁN
2023-03-30;2699;806;Rút;650000;CHỨNG KHOÁN
2023-03-31;2700;945;Nạp;2600000;CHỨNG KHOÁN
2023-03-31;2701;960;Nạp;19500000;TÍCH LUỸ
2023-03-31;2702;807;Rút;1300000;TÍCH LUỸ
2023-03-31;2703;807;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-01;2704;764;Nạp;650000;TÍCH LUỸ
2023-04-02;2705;724;Nạp;650000;CHỨNG KHOÁN
2023-04-02;2706;726;Nạp;3900000;CHỨNG KHOÁN
2023-04-03;2707;847;Rút;650000;CHỨNG KHOÁN
2023-04-03;2708;691;Rút;6500000;CHỨNG KHOÁN
2023-04-04;2709;659;Nạp;650000;CHỨNG KHOÁN
2023-04-04;2710;748;Rút;39000000;CHỨNG KHOÁN
2023-04-04;2711;695;Nạp;650000;CHỨNG KHOÁN
2023-04-04;2712;706;Rút;845000;TÍCH LUỸ
2023-04-05;2713;960;Rút;5200000;CHỨNG KHOÁN
2023-04-05;2714;740;Nạp;2600000;TÍCH LUỸ
2023-04-05;2715;800;Rút;650000;TÍCH LUỸ
2023-04-05;2716;643;Rút;650000;TÍCH LUỸ
2023-04-06;2717;606;Rút;2600000;CHỨNG KHOÁN
2023-04-06;2718;716;Rút;650000;CHỨNG KHOÁN
2023-04-06;2719;650;Nạp;650000;CHỨNG KHOÁN
2023-04-06;2720;849;Nạp;2600000;CHỨNG KHOÁN
2023-04-06;2721;573;Rút;3900000;TÍCH LUỸ
2023-04-06;2722;703;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-07;2723;756;Nạp;650000;CHỨNG KHOÁN
2023-04-07;2724;759;Nạp;6500000;CHỨNG KHOÁN
2023-04-07;2725;779;Rút;650000;TÍCH LUỸ
2023-04-08;2726;543;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-08;2727;639;Rút;1300000;TÍCH LUỸ
2023-04-09;2728;711;Nạp;520000;CHỨNG KHOÁN
2023-04-10;2729;530;Nạp;2600000;CHỨNG KHOÁN
2023-04-10;2730;530;Rút;2223000;TÀI KHOẢN TIỀN FINHAY
2023-04-10;2731;947;Rút;13000000;TÍCH LUỸ
2023-04-11;2732;508;Rút;1300000;CHỨNG KHOÁN
2023-04-11;2733;475;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-11;2734;663;Nạp;1287000;TÀI KHOẢN TIỀN FINHAY
2023-04-12;2735;435;Nạp;650000;CHỨNG KHOÁN
2023-04-12;2736;987;Nạp;390000;CHỨNG KHOÁN
2023-04-12;2737;811;Rút;2600000;CHỨNG KHOÁN
2023-04-12;2738;451;Nạp;650000;TÍCH LUỸ
2023-04-13;2739;412;Rút;6500000;CHỨNG KHOÁN
2023-04-13;2740;658;Nạp;7800000;CHỨNG KHOÁN
2023-04-13;2741;399;Nạp;6500000;CHỨNG KHOÁN
2023-04-13;2742;549;Nạp;728000;CHỨNG KHOÁN
2023-04-13;2743;810;Rút;650000;CHỨNG KHOÁN
2023-04-13;2744;410;Rút;2600000;CHỨNG KHOÁN
2023-04-14;2745;364;Nạp;650000;CHỨNG KHOÁN
2023-04-14;2746;770;Rút;2860000;TÍCH LUỸ
2023-04-14;2747;398;Rút;13000000;TÍCH LUỸ
2023-04-14;2748;438;Rút;1300000;TÍCH LUỸ
2023-04-16;2749;555;Nạp;520000;CHỨNG KHOÁN
2023-04-16;2750;351;Nạp;650000;CHỨNG KHOÁN
2023-04-16;2751;486;Rút;3900000;TÍCH LUỸ
2023-04-17;2752;910;Rút;2604186;CHỨNG KHOÁN
2023-04-17;2753;488;Rút;6500000;CHỨNG KHOÁN
2023-04-17;2754;951;Nạp;2475954;TÀI KHOẢN TIỀN FINHAY
2023-04-17;2755;926;Rút;6500000;TÀI KHOẢN TIỀN FINHAY
2023-04-17;2756;322;Nạp;11050000;TÍCH LUỸ
2023-04-18;2757;934;Nạp;1261000;CHỨNG KHOÁN
2023-04-18;2758;407;Rút;650000;CHỨNG KHOÁN
2023-04-18;2759;888;Nạp;650000;CHỨNG KHOÁN
2023-04-18;2760;843;Nạp;12757329;TÀI KHOẢN TIỀN FINHAY
2023-04-18;2761;429;Nạp;9100000;TÀI KHOẢN TIỀN FINHAY
2023-04-19;2762;436;Rút;3900000;CHỨNG KHOÁN
2023-04-19;2763;879;Nạp;390000;CHỨNG KHOÁN
2023-04-19;2764;276;Rút;1300000;CHỨNG KHOÁN
2023-04-19;2765;382;Nạp;650000;CHỨNG KHOÁN
2023-04-19;2766;269;Rút;13000000;CHỨNG KHOÁN
2023-04-19;2767;271;Rút;6500000;TÀI KHOẢN TIỀN FINHAY
2023-04-20;2768;243;Nạp;650000;CHỨNG KHOÁN
2023-04-21;2769;226;Nạp;1300000;CHỨNG KHOÁN
2023-04-21;2770;344;Rút;1300000;CHỨNG KHOÁN
2023-04-21;2771;561;Nạp;923000;TÀI KHOẢN TIỀN FINHAY
2023-04-21;2772;251;Nạp;513500;TÀI KHOẢN TIỀN FINHAY
2023-04-22;2773;215;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-23;2774;190;Nạp;6500000;CHỨNG KHOÁN
2023-04-24;2775;191;Rút;1950000;CHỨNG KHOÁN
2023-04-24;2776;404;Nạp;650000;CHỨNG KHOÁN
2023-04-24;2777;733;Rút;6526182;TÀI KHOẢN TIỀN FINHAY
2023-04-25;2778;173;Nạp;1300000;CHỨNG KHOÁN
2023-04-25;2779;642;Nạp;6500000;CHỨNG KHOÁN
2023-04-25;2780;951;Nạp;2944058;TÀI KHOẢN TIỀN FINHAY
2023-04-26;2781;146;Rút;650000;CHỨNG KHOÁN
2023-04-26;2782;363;Rút;1300000;TÀI KHOẢN TIỀN FINHAY
2023-04-28;2783;745;Nạp;260000;CHỨNG KHOÁN
2023-04-28;2784;746;Rút;6240000;TÀI KHOẢN TIỀN FINHAY
2023-04-28;2785;418;Nạp;6500000;TÍCH LUỸ
2023-04-29;2786;122;Rút;6500000;CHỨNG KHOÁN
2023-05-01;2787;83;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-01;2788;568;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-02;2789;583;Rút;1300000;TÍCH LUỸ
2023-05-03;2790;69;Nạp;650000;CHỨNG KHOÁN
2023-05-03;2791;101;Rút;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-04;2792;434;Rút;13000000;CHỨNG KHOÁN
2023-05-04;2793;260;Rút;2600000;CHỨNG KHOÁN
2023-05-04;2794;132;Rút;6500000;CHỨNG KHOÁN
2023-05-04;2795;63;Rút;76700000;TÀI KHOẢN TIỀN FINHAY
2023-05-04;2796;397;Rút;687869;TÀI KHOẢN TIỀN FINHAY
2023-05-04;2797;36;Nạp;13650000;TÍCH LUỸ
2023-05-04;2798;103;Nạp;2600000;TÍCH LUỸ
2023-05-05;2799;48;Rút;52000000;CHỨNG KHOÁN
2023-05-05;2800;849;Nạp;3250000;CHỨNG KHOÁN
2023-05-05;2801;564;Rút;1950000;CHỨNG KHOÁN
2023-05-05;2802;313;Rút;1300000;CHỨNG KHOÁN
2023-05-05;2803;218;Rút;1313000;TÀI KHOẢN TIỀN FINHAY
2023-05-05;2804;557;Rút;949000;TÀI KHOẢN TIỀN FINHAY
2023-05-06;2805;20;Rút;650000;CHỨNG KHOÁN
2023-05-06;2806;211;Rút;39001248;CHỨNG KHOÁN
2023-05-07;2807;292;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-08;2808;36;Rút;19500000;CHỨNG KHOÁN
2023-05-09;2809;201;Nạp;2600000;CHỨNG KHOÁN
2023-05-09;2810;519;Nạp;3900000;CHỨNG KHOÁN
2023-05-11;2811;976;Nạp;1300000;CHỨNG KHOÁN
2023-05-11;2812;538;Rút;5200000;TÀI KHOẢN TIỀN FINHAY
2023-05-11;2813;65;Rút;5200000;TÍCH LUỸ
2023-05-11;2814;487;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-12;2815;219;Rút;1300000;CHỨNG KHOÁN
2023-05-12;2816;146;Nạp;39000000;TÀI KHOẢN TIỀN FINHAY
2023-05-13;2817;272;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-05-13;2818;312;Nạp;5850000;TÀI KHOẢN TIỀN FINHAY
2023-05-13;2819;339;Nạp;1473303;TÀI KHOẢN TIỀN FINHAY
2023-05-13;2820;229;Rút;6500000;TÍCH LUỸ
2023-05-13;2821;371;Rút;5200000;TÀI KHOẢN TIỀN FINHAY
2023-05-15;2822;748;Nạp;23400000;TÀI KHOẢN TIỀN FINHAY
2023-05-16;2823;89;Nạp;2374762;TÀI KHOẢN TIỀN FINHAY
2023-05-16;2824;128;Nạp;3900000;TÀI KHOẢN TIỀN FINHAY
2023-05-17;2825;251;Nạp;650000;CHỨNG KHOÁN
2023-05-17;2826;528;Nạp;1391000;TÀI KHOẢN TIỀN FINHAY
2023-05-17;2827;4;Rút;1303224;TÀI KHOẢN TIỀN FINHAY
2023-05-17;2828;90;Rút;662714;TÀI KHOẢN TIỀN FINHAY
2023-05-18;2829;89;Rút;1350648;TÀI KHOẢN TIỀN FINHAY
2023-05-19;2830;462;Rút;26000000;CHỨNG KHOÁN
2023-05-20;2831;924;Rút;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-21;2832;881;Nạp;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-22;2833;570;Rút;8593000;TÀI KHOẢN TIỀN FINHAY
2023-05-22;2834;965;Rút;2600000;TÀI KHOẢN TIỀN FINHAY
2023-05-23;2835;370;Nạp;650000;CHỨNG KHOÁN
2023-05-23;2836;763;Nạp;5484128;TÀI KHOẢN TIỀN FINHAY
2023-05-23;2837;63;Nạp;26000000;TÀI KHOẢN TIỀN FINHAY
2023-05-24;2838;564;Rút;930904;TÀI KHOẢN TIỀN FINHAY
2023-05-24;2839;343;Rút;11999988;TÀI KHOẢN TIỀN FINHAY
2023-05-24;2840;988;Rút;650000;TÍCH LUỸ
2023-05-26;2841;36;Nạp;1118;TÀI KHOẢN TIỀN FINHAY
2023-05-27;2842;970;Rút;650000;TÍCH LUỸ
2023-05-30;2843;823;Nạp;9100000;CHỨNG KHOÁN
2023-03-23;2844;985;Nạp;6500000;CHỨNG KHOÁN
2023-03-24;2845;991;Rút;2600000;TÍCH LUỸ
2023-03-26;2846;939;Nạp;650000;CHỨNG KHOÁN
2023-03-26;2847;947;Nạp;1300000;CHỨNG KHOÁN
2023-03-27;2848;951;Nạp;2600000;TÀI KHOẢN TIỀN FINHAY
2023-03-27;2849;887;Nạp;3900000;TÀI KHOẢN TIỀN FINHAY
2023-03-28;2850;852;Nạp;6500000;CHỨNG KHOÁN
2023-03-28;2851;921;Nạp;3900000;CHỨNG KHOÁN
2023-03-28;2852;867;Nạp;650000;CHỨNG KHOÁN
2023-03-28;2853;875;Rút;650000;CHỨNG KHOÁN
2023-03-29;2854;935;Rút;650000;CHỨNG KHOÁN
2023-03-29;2855;848;Nạp;2600000;CHỨNG KHOÁN
2023-03-29;2856;835;Nạp;650000;CHỨNG KHOÁN
2023-03-30;2857;822;Nạp;650000;CHỨNG KHOÁN
2023-03-30;2858;802;Nạp;2600000;CHỨNG KHOÁN
2023-03-30;2859;960;Nạp;6500000;CHỨNG KHOÁN
2023-03-30;2860;960;Rút;39000000;TÍCH LUỸ
2023-03-30;2861;807;Nạp;6500000;TÀI KHOẢN TIỀN FINHAY
2023-03-31;2862;778;Nạp;975000;CHỨNG KHOÁN
2023-03-31;2863;930;Nạp;651079;TÀI KHOẢN TIỀN FINHAY
2023-04-03;2864;770;Nạp;13000000;CHỨNG KHOÁN
2023-04-03;2865;746;Nạp;6500000;CHỨNG KHOÁN
2023-04-03;2866;731;Nạp;650000;TÍCH LUỸ
2023-04-04;2867;781;Nạp;6500000;CHỨNG KHOÁN
2023-04-04;2868;748;Rút;2600000;TÀI KHOẢN TIỀN FINHAY
2023-04-07;2869;555;Nạp;650000;CHỨNG KHOÁN
2023-04-08;2870;538;Nạp;6500000;CHỨNG KHOÁN
2023-04-08;2871;583;Rút;1300000;TÍCH LUỸ
2023-04-09;2872;525;Nạp;1300000;CHỨNG KHOÁN
2023-04-09;2873;881;Nạp;39000000;TÍCH LUỸ
2023-04-09;2874;960;Rút;52000000;TÍCH LUỸ
2023-04-10;2875;634;Nạp;650000;CHỨNG KHOÁN
2023-04-10;2876;624;Nạp;3250000;CHỨNG KHOÁN
2023-04-10;2877;981;Nạp;1799850;TÀI KHOẢN TIỀN FINHAY
2023-04-10;2878;781;Rút;11700000;TÀI KHOẢN TIỀN FINHAY
2023-04-10;2879;686;Nạp;65000000;TÀI KHOẢN TIỀN FINHAY
2023-04-11;2880;676;Nạp;6500000;CHỨNG KHOÁN
2023-04-11;2881;696;Rút;851838;TÀI KHOẢN TIỀN FINHAY
2023-04-11;2882;467;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-11;2883;614;Nạp;130000000;TÀI KHOẢN TIỀN FINHAY
2023-04-12;2884;451;Nạp;650000;CHỨNG KHOÁN
2023-04-12;2885;728;Rút;650000;CHỨNG KHOÁN
2023-04-12;2886;577;Rút;650000;TÍCH LUỸ
2023-04-13;2887;416;Rút;650000;CHỨNG KHOÁN
2023-04-13;2888;427;Rút;3900000;CHỨNG KHOÁN
2023-04-13;2889;440;Rút;650000;CHỨNG KHOÁN
2023-04-13;2890;633;Rút;6500000;CHỨNG KHOÁN
2023-04-14;2891;363;Rút;1300000;TÍCH LUỸ
2023-04-15;2892;352;Rút;2600000;TÍCH LUỸ
2023-04-17;2893;394;Rút;650000;CHỨNG KHOÁN
2023-04-17;2894;365;Rút;650000;CHỨNG KHOÁN
2023-04-17;2895;478;Rút;650000;CHỨNG KHOÁN
2023-04-17;2896;917;Nạp;12532936;TÀI KHOẢN TIỀN FINHAY
2023-04-17;2897;312;Nạp;13000000;TÀI KHOẢN TIỀN FINHAY
2023-04-17;2898;435;Nạp;1846000;TÀI KHOẢN TIỀN FINHAY
2023-04-19;2899;382;Rút;677456;TÀI KHOẢN TIỀN FINHAY
2023-04-19;2900;771;Nạp;130000000;TÀI KHOẢN TIỀN FINHAY
2023-04-19;2901;271;Nạp;650000;TÍCH LUỸ
2023-04-20;2902;562;Nạp;1300000;CHỨNG KHOÁN
2023-04-20;2903;256;Nạp;650000;CHỨNG KHOÁN
2023-04-21;2904;816;Rút;13000000;CHỨNG KHOÁN
2023-04-21;2905;444;Rút;5238714;TÀI KHOẢN TIỀN FINHAY
2023-04-22;2906;221;Nạp;1300000;CHỨNG KHOÁN
2023-04-22;2907;562;Rút;1307189;TÀI KHOẢN TIỀN FINHAY
2023-04-22;2908;387;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-22;2909;227;Nạp;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-22;2910;448;Rút;650000;TÀI KHOẢN TIỀN FINHAY
2023-04-23;2911;322;Rút;11050000;TÀI KHOẢN TIỀN FINHAY
2023-04-24;2912;190;Nạp;6500000;CHỨNG KHOÁN
2023-04-24;2913;191;Nạp;650000;CHỨNG KHOÁN
2023-04-26;2914;618;Nạp;650000;CHỨNG KHOÁN
2023-04-26;2915;618;Nạp;13000000;CHỨNG KHOÁN
2023-04-27;2916;151;Nạp;1300000;CHỨNG KHOÁN
2023-04-27;2917;459;Nạp;2470000;CHỨNG KHOÁN
2023-04-27;2918;556;Rút;1898390;TÀI KHOẢN TIỀN FINHAY
2023-04-27;2919;137;Nạp;2600000;TÍCH LUỸ
2023-04-27;2920;568;Nạp;13000000;TÀI KHOẢN TIỀN FINHAY
2023-04-28;2921;121;Rút;1300000;CHỨNG KHOÁN
2023-04-28;2922;640;Nạp;13000000;CHỨNG KHOÁN
2023-05-01;2923;86;Nạp;650000;CHỨNG KHOÁN
2023-05-01;2924;106;Nạp;11700000;CHỨNG KHOÁN
2023-05-02;2925;97;Nạp;1300000;CHỨNG KHOÁN
2023-05-03;2926;163;Rút;2600000;CHỨNG KHOÁN
2023-05-03;2927;55;Nạp;650000;CHỨNG KHOÁN
2023-05-03;2928;106;Nạp;18200000;TÀI KHOẢN TIỀN FINHAY
2023-05-03;2929;229;Rút;52000000;TÍCH LUỸ
2023-05-03;2930;50;Rút;3900000;TÍCH LUỸ
2023-05-04;2931;48;Nạp;13000000;CHỨNG KHOÁN
2023-05-04;2932;630;Nạp;1950000;CHỨNG KHOÁN
2023-05-04;2933;624;Rút;3250000;CHỨNG KHOÁN
2023-05-04;2934;145;Nạp;390000;CHỨNG KHOÁN
2023-05-04;2935;39;Rút;650000;CHỨNG KHOÁN
2023-05-04;2936;901;Nạp;3575000;CHỨNG KHOÁN
2023-05-04;2937;587;Rút;9295000;TÀI KHOẢN TIỀN FINHAY
2023-05-04;2938;539;Rút;650819;TÀI KHOẢN TIỀN FINHAY
2023-05-04;2939;288;Nạp;1078116;TÀI KHOẢN TIỀN FINHAY
2023-05-05;2940;24;Nạp;325000;CHỨNG KHOÁN
2023-05-08;2941;640;Rút;6500000;CHỨNG KHOÁN
2023-05-08;2942;78;Nạp;6500000;CHỨNG KHOÁN
2023-05-08;2943;640;Nạp;13000000;CHỨNG KHOÁN
2023-05-08;2944;37;Rút;650000;CHỨNG KHOÁN
2023-05-08;2945;337;Nạp;13000000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;2946;78;Rút;2600000;CHỨNG KHOÁN
2023-05-09;2947;78;Nạp;6500000;TÀI KHOẢN TIỀN FINHAY
2023-05-09;2948;640;Rút;13000000;TÀI KHOẢN TIỀN FINHAY
2023-05-10;2949;93;Nạp;5200000;CHỨNG KHOÁN
2023-05-10;2950;450;Rút;195000000;TÀI KHOẢN TIỀN FINHAY
2023-05-11;2951;152;Rút;5542862;TÀI KHOẢN TIỀN FINHAY
2023-05-11;2952;142;Nạp;1268384;TÀI KHOẢN TIỀN FINHAY
2023-05-12;2953;134;Rút;3900000;TÀI KHOẢN TIỀN FINHAY
2023-05-12;2954;219;Nạp;1300000;TÀI KHOẢN TIỀN FINHAY
2023-05-12;2955;179;Nạp;754000;TÀI KHOẢN TIỀN FINHAY
